Potential Accident Level,Gender,Country_Country_01,Country_Country_02,Country_Country_03,Local_Local_01,Local_Local_02,Local_Local_03,Local_Local_04,Local_Local_05,Local_Local_06,Local_Local_07,Local_Local_08,Local_Local_09,Local_Local_10,Local_Local_11,Local_Local_12,Industry Sector_Metals,Industry Sector_Mining,Industry Sector_Others,Employee or Third Party_Employee,Employee or Third Party_Third Party,Employee or Third Party_Third Party (Remote),"Critical Risk_
Not applicable",Critical Risk_Bees,Critical Risk_Blocking and isolation of energies,Critical Risk_Burn,Critical Risk_Chemical substances,Critical Risk_Confined space,Critical Risk_Cut,Critical Risk_Electrical Shock,Critical Risk_Electrical installation,Critical Risk_Fall,Critical Risk_Fall prevention,Critical Risk_Fall prevention (same level),Critical Risk_Individual protection equipment,Critical Risk_Liquid Metal,Critical Risk_Machine Protection,Critical Risk_Manual Tools,Critical Risk_Others,Critical Risk_Plates,Critical Risk_Poll,Critical Risk_Power lock,Critical Risk_Pressed,Critical Risk_Pressurized Systems,Critical Risk_Pressurized Systems / Chemical Substances,Critical Risk_Projection,Critical Risk_Projection of fragments,Critical Risk_Projection/Burning,Critical Risk_Projection/Choco,Critical Risk_Projection/Manual Tools,Critical Risk_Suspended Loads,Critical Risk_Traffic,Critical Risk_Vehicles and Mobile Equipment,Critical Risk_Venomous Animals,Critical Risk_remains of choco,Description,Accident Level
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance check on the conveyor belt system at the processing plant, an employee was tasked with inspecting a malfunctioning idler roller. While attempting to access the underside of the roller, their safety harness became entangled in the pulley mechanism, causing them to fall approximately 3 meters from the catwalk railing and land awkwardly on their right shoulder.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a high-voltage electrical substation, an electrician attempted to access a confined space within the transformer housing while wearing inadequate personal protective equipment (PPE). As he leaned forward to inspect the internal components, his left arm made contact with a live 12kV conductor, causing a sudden and intense electrical discharge that threw him backward. The operator suffered severe burns on both arms and legs, as well as lacerations from falling against sharp metal edges within the enclosure.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 09:15 hours in area B-12, a maintenance worker is performing electrical testing on equipment when they accidentally touch exposed live wires while attempting to clear debris from the control panel. The shock causes them to lose balance and fall onto the metal floor grating, suffering an injury to their left ankle that requires medical attention.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:45 on February 12th, operator Maria is performing a routine inspection of tank T-3456 in the chemical processing area when she accidentally knocks over a 20-liter container of concentrated sodium hydroxide solution while attempting to retrieve a dropped tool from an elevated platform. The spilled liquid flows down the stairs and onto the floor, causing her left foot to slip on the slippery surface. As Maria tries to regain balance, she falls backwards against a nearby railing, resulting in a fracture of the fifth metatarsal bone in her right ankle. She is immediately taken to the hospital for medical treatment and undergoes surgery requiring 12 stitches. The incident causes an estimated 2-hour delay in production due to containment procedures and cleanup efforts.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:22 hours in section B-3, a worker was operating a forklift (model FLC-500) transporting a pallet of chemicals when it collided with an overhead pipe crane, causing the forks to detach and strike the operator's left leg at a height of approximately 1.5 meters. The impact resulted in severe lacerations and fractures requiring immediate medical attention.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 9:15 a.m., maintenance worker Maria approaches the electrical panel in the plant's basement to investigate an alarm signal. As she reaches for the circuit breaker, her gloved hand makes contact with a live wire that has been exposed due to recent repairs. The resulting electric shock causes her to fall backwards onto the concrete floor, suffering severe burns and lacerations on her hands and arms.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance procedure at the company's processing unit 3, technician Jorge failed to secure the upper flange of the centrifuge before attempting to remove it from its stand. As he lifted the heavy component, the unbalanced weight caused the entire assembly to swing violently, striking him on the right side of his head and shoulder area. The impact resulted in a severe laceration requiring 15 stitches at the hospital, where Jorge was treated for his injuries. He will be out of commission for two weeks due to the severity of the wound.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine inspection on level 420 of the underground mine, operator Carlos descended from an elevated walkway to access a maintenance area. As he landed on the floor, his foot slipped on grease residue and he fell approximately 2 meters onto a concrete surface. The impact caused luxo-fractures in both ankles and bruising on the left hip. First aid was administered by colleagues before Carlos was transported to the mine's infirmary for further treatment.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on the conveyor belt system at the processing plant's south wing, a technician attempted to dislodge a stuck screwdriver lodged in a gear assembly while it was still energized. As he inserted his right hand into the gap between the gears and the motor housing, his gloved fingers made contact with an exposed electrical wire, causing a 120V shock that resulted in severe burns on three of his fingertips.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 9:15 am, during a routine maintenance operation on the conveyor belt system in Sector B of the coal mine, worker José was attempting to loosen a stubborn bolt using an adjustable wrench when his gloved hand slipped off and he fell onto the moving belt. As he struggled to regain balance, his right arm became entangled in the meshing mechanism, causing severe lacerations on his forearm and wrist. The conveyor belt's sudden stop due to José's entrapment resulted in a minor spill of coal dust at the adjacent transfer point.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation at the 345-meter level of the São Francisco mine, an employee working for Mineração Brasil Sul was attempting to loosen a stuck pulley wheel on a conveyor belt using a hydraulic jack and socket wrench when it suddenly gave way, causing him to lose his balance and fall onto the moving belt. The impact resulted in severe bruising and lacerations on both legs, as well as a suspected fracture of the right tibia.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 8:15 am, during a routine maintenance operation on the centrifuge C-12, engineer Maria noticed an unusual vibration coming from the machine's motor while attempting to replace a worn-out bearing. She quickly notified her supervisor, Jorge, who immediately stopped the machinery and initiated shutdown procedures. However, before they could safely exit the area, a sudden mechanical failure caused the centrifuge's rotor to dislodge, striking engineer Maria on the right side of her head with considerable force, causing the described injury.",4
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACTIVITY: maintenance on a gas pipeline LOCAL: industrial area, sector 3 The operator attempted to repair a leak in a 12-inch pipe when a sudden pressure surge caused by faulty valves led to an explosion. A piece of debris from the blast struck the victim's arm, causing severe lacerations and fractures. Emergency responders arrived promptly and transported him to the hospital for further treatment.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 08:15 hours in the storage area of the processing plant at Level -2000 West Ramp, worker Juan Sanchez was removing a heavy steel plate (120 kg) from a stack using a manual fork lift when it suddenly fell off, striking his right shoulder and causing an injury to the surrounding tissue.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:45 hours in sector C-3, a mechanical failure occurred on the overhead crane during maintenance operations. The safety latch malfunctioned, causing the load (a 2-tonne steel beam) to fall onto the operator's left shoulder and arm, resulting in severe injuries. The worker was immediately transported to the on-site medical center for emergency treatment before being transferred to a nearby hospital for further evaluation and care.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on a 10-meter-long conveyor belt at an iron ore processing facility, two workers were suspended from a cherry picker basket elevated approximately 5 meters above ground level. One worker was attempting to remove debris lodged between the belt's rollers when his gloved hand became entangled in the moving machinery, causing severe lacerations and crushing injuries to his left forearm.",4
4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance cycle at the conveyor belt system; while checking a faulty roller bearing, the technician failed to notice an open pit ahead and lost balance when trying to step around it, resulting in falling into the 3-meter-deep trench and sustaining injuries from the impact on the concrete floor.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACTIVITY: pipe inspection LOCAL: offshore oil rig, platform 12 The technician was conducting a routine pipe inspection when he slipped on an oily surface and fell approximately 10 meters onto a metal grating. He suffered severe injuries and was airlifted to the nearest medical center for emergency treatment.",4
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACTIVITY: pipe welding LOCAL: offshore oil rig, platform 3 The welder was connecting a section of pipeline when it suddenly ruptured due to internal pressure buildup. A flying piece of metal struck him on the left side of his head and torso, causing severe lacerations and bruising. He fell onto the catwalk, where he lay unconscious until rescued by colleagues who immediately called for medical assistance and transported him to a nearby hospital for further treatment.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 8:20 a.m., during routine maintenance operations in sector C-4, José Luis Torres, a mechanical technician, was attempting to access the upper level of a storage tank using an industrial staircase with handrails and footholds. As he ascended, his right foot slipped from its footing due to grease accumulation on the surface, causing him to lose balance and fall approximately 3 meters onto the concrete floor below, resulting in injury.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on Unit 12 at the processing facility, an equipment malfunction occurred when Operator 345 attempted to repair a faulty conveyor belt by accessing the control panel of the adjacent crusher unit (Model CR-1234). Unbeknownst to the operator, the safety interlock mechanism had been compromised due to recent modifications. As Operator 345 adjusted the settings on the control panel, an unexpected surge in power caused the crusher's rotating drum to suddenly engage, resulting in a severe laceration injury to their left hand and arm. The incident occurred at approximately 14:45 hours with no other personnel present within close proximity of the equipment.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACTIVITY: Maintenance on conveyor belt LOCAL: Underground mine, level 220 - section B The maintenance worker was inspecting a faulty idler pulley when it suddenly failed, causing a chain reaction that led to the collapse of a nearby support beam. As debris fell from above, the operator suffered severe lacerations and fractures while attempting to escape the area.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a 2-meter-long steel beam suspended at an altitude of 4.5 meters from the ground, two workers were involved in lifting and securing it for welding repairs. One worker, who was standing on a mobile scaffolding platform, attempted to guide the beam into position using a hydraulic jack, but lost control as the beam suddenly shifted due to uneven weight distribution. The steel beam fell 2.3 meters onto his left shoulder, causing an injury to the clavicle and shoulder blade.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a conveyor belt in the processing area, an employee's safety harness failed while working at heights, causing them to fall 4 meters onto a metal grating floor with a concrete surface. The impact resulted in severe lacerations and bruising of the back and head, requiring immediate medical attention and subsequent hospitalization for further treatment.",4
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation at the coal conveyor belt in section 3B, an electrician was performing electrical testing on a faulty motor when it suddenly malfunctioned and exploded, throwing sparks and debris towards him. The incident caused severe burns on his left arm and shoulder area, requiring immediate medical attention.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine inspection in sector 3A, an employee attempts to access the upper platform by climbing up the ladder while carrying a toolbox. As he reaches for handrails at approximately 2 meters from ground level, his right foot slips off the rung and hangs precariously over the edge. Despite grabbing onto the railing with both hands, he loses balance and falls about 1 meter to the floor below, landing awkwardly on his left shoulder and injuring it severely enough to warrant immediate medical attention.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 13:20 hours, a worker was performing maintenance on a conveyor belt when his hand slipped from the safety harness while adjusting a loose bolt, causing him to fall approximately 3 meters and land awkwardly on his left side, resulting in severe bruising and lacerations that required immediate medical attention.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 2:15 p.m., in circumstances where the electrician Juan was attempting to replace a faulty circuit breaker on a live panel, he inadvertently triggered an electrical arc flash while handling a nearby wire bundle (30cm x 20cm; 1.5 kg). The sudden discharge of energy propelled the wire bundle upwards with considerable force, striking Juan's right shoulder and causing him to lose balance. As he stumbled backwards, his left hand grasped for support on a metal railing approximately 2 meters off the ground, but it gave way under his weight, resulting in a fall from that height onto the concrete floor below.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 2:15 p.m., during a routine maintenance operation on Level 2100 OB3A of the mining facility, Foreman Juan Perez was inspecting the Atlas truck parked near the drilling platform when he failed to notice that the safety latch had been disengaged. As he approached the vehicle, it suddenly lurched forward due to an unsecured load, pinning his left arm against the metal frame and causing severe lacerations. The incident occurred in a high-traffic area with inadequate lighting conditions, further complicating the rescue efforts.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 3:15 p.m., operator Maria was performing routine maintenance on a conveyor belt in the processing area of Plant B when she lost her footing and fell from an elevation of about 1.5 meters onto a metal grating, which caused her left ankle to twist abnormally, resulting in a severe sprain and bruising.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In section 23 of the chemical processing area, a worker was performing routine maintenance on a heat exchanger while standing atop a 3-meter-high platform ladder. While attempting to loosen a stuck bolt with a wrench, the worker lost their balance and fell off the ladder, landing awkwardly on their right shoulder and elbow. The impact caused significant trauma to both joints, resulting in severe bruising, swelling, and lacerations that required immediate medical attention.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on conveyor belt 345 at level -1200 Acc 5, an electrician is tasked with replacing a faulty motor control unit located approximately 2 meters above ground level. The worker uses a ladder to access the area and begins removing screws from the existing housing when suddenly one of the screws falls out, striking him in the right hand causing lacerations and bruising.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:20 hours, José Morales attempts to retrieve a dropped tool from an elevated platform by climbing onto a stack of crates, which suddenly collapses under his weight due to instability caused by uneven loading and excessive height. As the crates fall, they strike Morales with considerable force on the left side of his torso, resulting in severe injuries.",4
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 10:20 hours, Engineer Rodriguez was conducting a routine inspection on Level -1200 OB1A when he climbed onto the catwalk connecting two modules of the processing unit. As he approached the midpoint, his footing slipped and he fell approximately 3 meters, striking his head against a metal beam before landing on the platform below. He was immediately attended to by coworkers who transported him to the medical center for treatment.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:20 hours, a worker is injured while attempting to retrieve a fallen object from an elevated platform (2.5 meters above ground) using a pulley system and rope sling. As he reaches for the object, his hand slips off the rope and hits the edge of the platform, causing a deep laceration on his left palm. The worker was immediately treated by first aid responders and transported to a nearby medical center for further evaluation and treatment.",4
4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 2:10 p.m. on 02/14/19, operator Maria Rodriguez falls from a ladder while performing maintenance work on pipe P-1234 in the chemical processing unit of the refinery. The fall occurs when she loses her footing due to slippery conditions and lands awkwardly on her right ankle, causing a severe fracture with displacement.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on the 12-inch diameter steam pipeline at the thermal power plant, a worker was struck by falling debris after a sudden burst of pressure caused a section of piping to rupture and fall from an elevated platform. The impact resulted in severe lacerations to his left leg and shoulder area.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a large-scale conveyor belt system, an employee was struck by a falling 50-kilogram metal plate after it became dislodged from its securing mechanism due to improper tightening of bolts. The impact occurred when the worker attempted to retrieve the loose plate, resulting in severe lacerations and bruising to their left arm and shoulder area.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 09:30 hours, José Luis Gómez-RAMÍREZ was performing maintenance tasks on a conveyor belt when he accidentally got his gloved hand caught in a moving pulley system. As he tried to free himself, the machine jerked violently, causing him to lose balance and fall onto the concrete floor from an approximate height of 1 meter. He suffered severe bruising and lacerations on both arms and was transported to the hospital for immediate medical attention.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on the conveyor belt system at level -3456 Acc 12, the technician climbed onto the moving section of the belt to access the drive motor. While attempting to loosen a bolt with his left hand, he lost balance and fell off the side of the belt as it was still in motion. His right arm got caught between two adjacent rollers, causing severe lacerations on both arms. The incident occurred at approximately 2:45 pm, when the conveyor belt was running at a speed of about 4 meters per second, according to the INTHINC report.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On August 12th at 14:45 hours, during a routine maintenance operation in the storage room of the manufacturing facility, worker Juan Hernandez was attempting to loosen a stuck valve using an adjustable wrench while standing on a metal platform elevated approximately 1.5 meters above the floor. As he applied additional force, his right foot slipped off the edge and he fell onto the concrete surface below, landing awkwardly with his left arm extended in attempt to break his fall. The impact caused luxo-fractures in his wrist and minor bruising on his elbow.",4
4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On August 12th at approximately 3:45 pm, operator Juan Carlos is tasked with performing routine maintenance on a piping system in Sector B-1234 of the processing plant. As he climbs down from the access ladder onto the platform surrounding tank T-5678, his gloved hand slips off the rung due to excessive sweat caused by high ambient temperature and humidity. He falls 3 meters to the concrete floor below, landing awkwardly on his right shoulder, causing a comminuted fracture of the humerus bone.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a 2-meter-long conveyor belt at approximately 8:15 am, three workers from the production team were present in the area. Worker Juan was tasked with replacing worn-out rollers while his colleagues, Maria and Carlos, monitored the process remotely via CCTV cameras. As Juan lifted one of the heavy rollers to install it onto the moving belt, he lost balance due to an uneven surface and accidentally dropped it 1.5 meters from a scaffolding platform. The roller fell onto Juan's left leg, causing severe bruising and lacerations.",4
4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a conveyor belt system, an employee was tasked with replacing a worn-out pulley wheel. The worker climbed onto the moving section of the belt and positioned himself near the malfunctioning component when it suddenly gave way, causing the entire assembly to collapse. A large metal plate (30cmx20cm; 12Kg) detached from the structure and fell approximately 4 meters, striking the employee's right shoulder with considerable force, resulting in a severe injury.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 8:20 a.m., during routine maintenance on conveyor belt 12 at the packaging facility, an electrician attempts to access a confined space beneath the machinery by removing a section of grating (40 x 80 cm). Unbeknownst to him, two nearby technicians are preparing to lift heavy equipment into position. As they begin their task, one technician's foot slips off the edge of the raised platform, and he falls approximately 30 cm onto his right ankle, causing an injury due to the unexpected drop.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on a 12-inch pipeline at the refinery's north wing, employee Maria Silva accidentally activated the wrong valve while attempting to isolate a section of pipe for welding repairs. The sudden pressure surge caused by the incorrect valve opening led to a catastrophic failure of the adjacent piping segment, resulting in a high-pressure gas release and subsequent explosion that shattered nearby windows and damaged surrounding equipment. Maria was thrown several feet away from the blast site, suffering severe lacerations on her left arm requiring 15 stitches at the hospital.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 11:20 pm, during a routine maintenance check on the B-12 pipeline, technician Carlos noticed an unusual vibration coming from one of the pumps. As he approached the pump for further inspection, his foot slipped on the oily surface and became trapped in a narrow gap between two metal plates. The sudden movement caused by the pump's malfunction resulted in severe lacerations to Carlos' leg, requiring immediate medical attention.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 03:42 a.m., Mr. Rodriguez is attempting to secure a loose cable on the upper catwalk of the production facility when it suddenly snaps, striking him in the right shoulder and causing an immediate injury. The force of impact causes him to lose his balance, resulting in a fall from approximately 4 meters onto the concrete floor below, further exacerbating the severity of the incident.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 11:20 hours, Juan Sanchez was performing routine maintenance on a malfunctioning conveyor belt when he accidentally got his safety harness entangled in its moving parts. As he tried to free himself, the belt jerked him forward, causing him to lose balance and fall approximately 3 meters onto an exposed metal beam, resulting in severe lacerations and bruising.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:30 hours, during a routine maintenance operation on the conveyor belt system at the Company's warehouse in São Paulo, employee Carlos attempted to adjust a malfunctioning pulley wheel while standing atop a steel ladder. As he leaned forward to access the mechanism, his foot slipped off the rung and he fell three meters onto the concrete floor below, landing awkwardly with his right shoulder taking the brunt of the impact. Medical examination revealed a severe fracture of the humerus requiring immediate surgical intervention at a nearby hospital.",4
